class_label,k,support,support_frac,items,items_readable
amenity:bank,3,8,0.173913,amenity_bank|bank_amenity|islamabad,"amenity_bank, bank_amenity, islamabad"
amenity:bank,3,8,0.173913,amenity_bank|bank_amenity|tag:amenity=bank,"amenity_bank, bank_amenity, tag:amenity=bank"
amenity:bank,3,8,0.173913,amenity_bank|bank|bank_amenity,"amenity_bank, bank, bank_amenity"
amenity:bank,3,8,0.173913,amenity_bank|آباد|بینک_amenity,"amenity_bank, آباد, بینک_amenity"
amenity:bank,3,8,0.173913,amenity_bank|اسلام_آباد|بینک_amenity,"amenity_bank, اسلام_آباد, بینک_amenity"
amenity:bank,3,8,0.173913,amenity_bank|اسلام|بینک_amenity,"amenity_bank, اسلام, بینک_amenity"
amenity:bank,3,8,0.173913,amenity|amenity_bank|bank_amenity,"amenity, amenity_bank, bank_amenity"
amenity:bank,3,8,0.173913,amenity|bank_amenity|bank_islamabad,"amenity, bank_amenity, bank_islamabad"
amenity:bank,3,8,0.173913,amenity|bank_amenity|islamabad,"amenity, bank_amenity, islamabad"
amenity:bank,3,8,0.173913,amenity|bank_amenity|tag:amenity=bank,"amenity, bank_amenity, tag:amenity=bank"
amenity:bank,3,8,0.173913,amenity|bank|bank_amenity,"amenity, bank, bank_amenity"
amenity:bank,3,8,0.173913,amenity|آباد|بینک_amenity,"amenity, آباد, بینک_amenity"
amenity:bank,3,8,0.173913,amenity|اسلام_آباد|بینک_amenity,"amenity, اسلام_آباد, بینک_amenity"
amenity:bank,3,8,0.173913,amenity|اسلام|بینک_amenity,"amenity, اسلام, بینک_amenity"
amenity:bank,3,8,0.173913,bank_amenity|bank_islamabad|islamabad,"bank_amenity, bank_islamabad, islamabad"
amenity:bank,3,8,0.173913,bank_amenity|bank_islamabad|tag:amenity=bank,"bank_amenity, bank_islamabad, tag:amenity=bank"
amenity:bank,3,8,0.173913,bank_amenity|islamabad|tag:amenity=bank,"bank_amenity, islamabad, tag:amenity=bank"
amenity:bank,3,8,0.173913,bank_islamabad|آباد|بینک_amenity,"bank_islamabad, آباد, بینک_amenity"
amenity:bank,3,8,0.173913,bank_islamabad|اسلام_آباد|بینک_amenity,"bank_islamabad, اسلام_آباد, بینک_amenity"
amenity:bank,3,8,0.173913,bank_islamabad|اسلام|بینک_amenity,"bank_islamabad, اسلام, بینک_amenity"
amenity:bank,3,8,0.173913,bank|bank_amenity|bank_islamabad,"bank, bank_amenity, bank_islamabad"
amenity:bank,3,8,0.173913,bank|bank_amenity|islamabad,"bank, bank_amenity, islamabad"
amenity:bank,3,8,0.173913,bank|bank_amenity|tag:amenity=bank,"bank, bank_amenity, tag:amenity=bank"
amenity:bank,3,8,0.173913,bank|آباد|بینک_amenity,"bank, آباد, بینک_amenity"
amenity:bank,3,8,0.173913,bank|اسلام_آباد|بینک_amenity,"bank, اسلام_آباد, بینک_amenity"
amenity:bank,3,8,0.173913,bank|اسلام|بینک_amenity,"bank, اسلام, بینک_amenity"
amenity:bank,3,8,0.173913,islamabad|آباد|بینک_amenity,"islamabad, آباد, بینک_amenity"
amenity:bank,3,8,0.173913,islamabad|اسلام_آباد|بینک_amenity,"islamabad, اسلام_آباد, بینک_amenity"
amenity:bank,3,8,0.173913,islamabad|اسلام|بینک_amenity,"islamabad, اسلام, بینک_amenity"
amenity:bank,3,8,0.173913,tag:amenity=bank|آباد|بینک_amenity,"tag:amenity=bank, آباد, بینک_amenity"
amenity:bank,3,8,0.173913,tag:amenity=bank|اسلام_آباد|بینک_amenity,"tag:amenity=bank, اسلام_آباد, بینک_amenity"
amenity:bank,3,8,0.173913,tag:amenity=bank|اسلام|بینک_amenity,"tag:amenity=bank, اسلام, بینک_amenity"
amenity:bank,3,8,0.173913,آباد|اسلام_آباد|بینک_amenity,"آباد, اسلام_آباد, بینک_amenity"
amenity:bank,3,8,0.173913,آباد|اسلام|بینک_amenity,"آباد, اسلام, بینک_amenity"
amenity:bank,3,8,0.173913,آباد|بینک|بینک_amenity,"آباد, بینک, بینک_amenity"
amenity:bank,3,8,0.173913,اسلام_آباد|بینک|بینک_amenity,"اسلام_آباد, بینک, بینک_amenity"
amenity:bank,3,8,0.173913,اسلام|اسلام_آباد|بینک_amenity,"اسلام, اسلام_آباد, بینک_amenity"
amenity:bank,3,8,0.173913,اسلام|بینک|بینک_amenity,"اسلام, بینک, بینک_amenity"
amenity:bank,3,7,0.152174,amenity_bank|bank_islamabad|islamabad_jinnah,"amenity_bank, bank_islamabad, islamabad_jinnah"
amenity:bank,3,7,0.152174,amenity_bank|bank_islamabad|islamabad_اسلام,"amenity_bank, bank_islamabad, islamabad_اسلام"
amenity:bank,3,7,0.152174,amenity_bank|bank_islamabad|jinnah,"amenity_bank, bank_islamabad, jinnah"
amenity:bank,3,7,0.152174,amenity_bank|bank_islamabad|jinnah_اسلام,"amenity_bank, bank_islamabad, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity_bank|bank|islamabad_jinnah,"amenity_bank, bank, islamabad_jinnah"
amenity:bank,3,7,0.152174,amenity_bank|bank|islamabad_اسلام,"amenity_bank, bank, islamabad_اسلام"
amenity:bank,3,7,0.152174,amenity_bank|bank|jinnah,"amenity_bank, bank, jinnah"
amenity:bank,3,7,0.152174,amenity_bank|bank|jinnah_اسلام,"amenity_bank, bank, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_jinnah|jinnah,"amenity_bank, islamabad_jinnah, jinnah"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_jinnah|jinnah_اسلام,"amenity_bank, islamabad_jinnah, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_jinnah|tag:amenity=bank,"amenity_bank, islamabad_jinnah, tag:amenity=bank"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_jinnah|آباد,"amenity_bank, islamabad_jinnah, آباد"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_jinnah|اسلام,"amenity_bank, islamabad_jinnah, اسلام"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_jinnah|اسلام_آباد,"amenity_bank, islamabad_jinnah, اسلام_آباد"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_اسلام|tag:amenity=bank,"amenity_bank, islamabad_اسلام, tag:amenity=bank"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_اسلام|آباد,"amenity_bank, islamabad_اسلام, آباد"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_اسلام|اسلام,"amenity_bank, islamabad_اسلام, اسلام"
amenity:bank,3,7,0.152174,amenity_bank|islamabad_اسلام|اسلام_آباد,"amenity_bank, islamabad_اسلام, اسلام_آباد"
amenity:bank,3,7,0.152174,amenity_bank|islamabad|islamabad_jinnah,"amenity_bank, islamabad, islamabad_jinnah"
amenity:bank,3,7,0.152174,amenity_bank|islamabad|islamabad_اسلام,"amenity_bank, islamabad, islamabad_اسلام"
amenity:bank,3,7,0.152174,amenity_bank|islamabad|jinnah,"amenity_bank, islamabad, jinnah"
amenity:bank,3,7,0.152174,amenity_bank|islamabad|jinnah_اسلام,"amenity_bank, islamabad, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity_bank|jinnah_اسلام|tag:amenity=bank,"amenity_bank, jinnah_اسلام, tag:amenity=bank"
amenity:bank,3,7,0.152174,amenity_bank|jinnah_اسلام|آباد,"amenity_bank, jinnah_اسلام, آباد"
amenity:bank,3,7,0.152174,amenity_bank|jinnah_اسلام|اسلام,"amenity_bank, jinnah_اسلام, اسلام"
amenity:bank,3,7,0.152174,amenity_bank|jinnah_اسلام|اسلام_آباد,"amenity_bank, jinnah_اسلام, اسلام_آباد"
amenity:bank,3,7,0.152174,amenity_bank|jinnah|jinnah_اسلام,"amenity_bank, jinnah, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity_bank|jinnah|tag:amenity=bank,"amenity_bank, jinnah, tag:amenity=bank"
amenity:bank,3,7,0.152174,amenity_bank|jinnah|آباد,"amenity_bank, jinnah, آباد"
amenity:bank,3,7,0.152174,amenity_bank|jinnah|اسلام,"amenity_bank, jinnah, اسلام"
amenity:bank,3,7,0.152174,amenity_bank|jinnah|اسلام_آباد,"amenity_bank, jinnah, اسلام_آباد"
amenity:bank,3,7,0.152174,amenity|amenity_bank|islamabad_jinnah,"amenity, amenity_bank, islamabad_jinnah"
amenity:bank,3,7,0.152174,amenity|amenity_bank|islamabad_اسلام,"amenity, amenity_bank, islamabad_اسلام"
amenity:bank,3,7,0.152174,amenity|amenity_bank|jinnah,"amenity, amenity_bank, jinnah"
amenity:bank,3,7,0.152174,amenity|amenity_bank|jinnah_اسلام,"amenity, amenity_bank, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity|bank_islamabad|islamabad_jinnah,"amenity, bank_islamabad, islamabad_jinnah"
amenity:bank,3,7,0.152174,amenity|bank_islamabad|islamabad_اسلام,"amenity, bank_islamabad, islamabad_اسلام"
amenity:bank,3,7,0.152174,amenity|bank_islamabad|jinnah,"amenity, bank_islamabad, jinnah"
amenity:bank,3,7,0.152174,amenity|bank_islamabad|jinnah_اسلام,"amenity, bank_islamabad, jinnah_اسلام"
amenity:bank,3,7,0.152174,amenity|bank|islamabad_jinnah,"amenity, bank, islamabad_jinnah"
amenity:bank,3,7,0.152174,amenity|bank|islamabad_اسلام,"amenity, bank, islamabad_اسلام"
amenity:bank,3,7,0.152174,amenity|bank|jinnah,"amenity, bank, jinnah"
amenity:bank,3,7,0.152174,amenity|bank|jinnah_اسلام,"amenity, bank, jinnah_اسلام"
